Sentence,True_label,Pred_label,Pred_conf_score,Int1,Int2,Int3,flag_3_match,flag_1_match,len_of_uttr
i closed out my account a couple of years ago yet i continue to receive emails to review my statement.,How do I close my account?,How can I receive a copy of my statement?,0.4450534834547546,How can I receive a copy of my statement?,How do I close my account?,Help with my retirement plan,1,0,20
i did not want to enroll in 401k. would you please umroll me.,How do I close my account?,What is a 401(k)?,0.19129427953493638,What is a 401(k)?,How do I enroll in my 401(k) or 403(b) account?,How do I open an account?,0,0,13
i got a message saying my account is closed and is limited to liquidating trades and withdrawals only.,How do I close my account?,Where can I view my account history?,0.6008641251515411,Where can I view my account history?,How do I close my account?,I am having trouble with a Fidelity website or app,1,0,18
i have a “joint wros” account with $5 in it. what is this from? can i close it/cash it out?,How do I close my account?,How do I close my account?,0.6687579218059009,How do I close my account?,How do I make a trade?,I want to set up a deposit,1,1,20
"i have no more money in this account, how do i close it?",How do I close my account?,How do I close my account?,0.9143791412464833,How do I close my account?,I want to set up a deposit,Can I view my account balance?,1,1,13
i have set up a 529 account. i unknowingly did it twice. can you please delete 1 of the accounts?,How do I close my account?,How do I close my account?,0.7949654145882606,How do I close my account?,When will my funds be available?,I have a question about Billpay,1,1,20
i have too many accounts open i need only one,How do I close my account?,When did I open my account?,0.3841132071674908,When did I open my account?,How do I open an account?,I can't find my account,0,0,10
"i just inadvertently opened a traditional ira account, but i already have one in place. can i cancel this action please?",How do I close my account?,How do I close my account?,0.7236567169210261,How do I close my account?,I have questions about rollovers,What's the difference between a traditional and Roth IRA?,1,1,21
i need to bring the acct to a zero and it wont let me how do i do it?,How do I close my account?,I'm unable to link my bank account,0.09518086643552584,I'm unable to link my bank account,I want to set up a transfer,Why do I have a trading restriction on my account?,0,0,19
i need to close account,How do I close my account?,How do I close my account?,0.9633716287761812,How do I close my account?,How do I consolidate my accounts?,What are the actions on the options trade ticket?,1,1,5
i need to close out my account,How do I close my account?,How do I close my account?,0.9700200867984317,How do I close my account?,How do I consolidate my accounts?,Where do I find information about my accounts?,1,1,7
i need to close out my account.  it only has .01 in it right now.  i thought it was already closed,How do I close my account?,How do I close my account?,0.7875369635338976,How do I close my account?,Where can I view my account history?,I am having trouble logging in,1,1,23
i wanna take all my funds,How do I close my account?,I want to set up a withdrawal,0.3594067525147971,I want to set up a withdrawal,When will my funds be available?,How do I rebalance my portfolio?,0,0,6
i want to cancel my checking account associated with my core account #x50060925.,How do I close my account?,How do I close my account?,0.6421237429351544,How do I close my account?,I want to make changes to my bank information,How do I make a trade?,1,1,13
i want to cancel one of my accounts,How do I close my account?,How do I close my account?,0.9155378956648781,How do I close my account?,I want to remove someone from my account,How do I name an account?,1,1,8
i want to close account,How do I close my account?,How do I close my account?,0.9733871067040286,How do I close my account?,What are the actions on the options trade ticket?,How do I open an account?,1,1,5
i want to close inactive accounts in my portfolio,How do I close my account?,How do I close my account?,0.9294321280499891,How do I close my account?,How do I hide an account?,What are the returns for my portfolio?,1,1,9
